timestamp,batch_size,prompt_type,prompt_length,total_output_tokens,batch_time,avg_token_latency,avg_throughput,gpu_name,gpu_mem_used_MB,gpu_mem_total_MB,gpu_util_percent
2025-11-03T23:46:24.616253,1,simple,short,10,0.2315993309020996,0.02315993309020996,43.17801766114404,NVIDIA GeForce RTX 3060 Ti,6710,8192,92
2025-11-03T23:46:27.032790,8,simple,short,163,2.370537042617798,0.014543172040599987,68.76079009505717,NVIDIA GeForce RTX 3060 Ti,6710,8192,94
2025-11-03T23:47:01.802833,32,simple,short,2571,34.73454236984253,0.013510129276484843,74.01853672418646,NVIDIA GeForce RTX 3060 Ti,6710,8192,94
2025-11-03T23:48:46.842471,128,simple,short,7746,105.00113821029663,0.013555530365388153,73.77062889057721,NVIDIA GeForce RTX 3060 Ti,6710,8192,94
2025-11-03T23:48:47.678805,1,simple,short,53,0.7960124015808105,0.015019101916619067,66.58187723551374,NVIDIA GeForce RTX 3060 Ti,6710,8192,93
2025-11-03T23:48:53.176919,8,simple,short,395,5.461585998535156,0.013826799996291534,72.32331416294504,NVIDIA GeForce RTX 3060 Ti,6710,8192,94
2025-11-03T23:49:16.844787,32,simple,short,1724,23.623865365982056,0.013702938147321379,72.97704983040283,NVIDIA GeForce RTX 3060 Ti,6710,8192,92
2025-11-03T23:51:07.677057,128,simple,short,8164,110.78572535514832,0.013570030053300871,73.69180437126245,NVIDIA GeForce RTX 3060 Ti,6710,8192,93
2025-11-03T23:51:07.941079,1,simple,short,9,0.21950411796569824,0.024389346440633137,41.00150868880931,NVIDIA GeForce RTX 3060 Ti,6710,8192,93
2025-11-03T23:51:20.189769,8,simple,short,898,12.207190752029419,0.013593753621413606,73.56319879335952,NVIDIA GeForce RTX 3060 Ti,6702,8192,94
2025-11-03T23:51:51.283255,32,simple,short,2222,31.056984901428223,0.013977040909733673,71.5459020588253,NVIDIA GeForce RTX 3060 Ti,6669,8192,94
2025-11-03T23:53:52.642675,128,simple,short,8967,121.30939269065857,0.013528425637410345,73.9184312204582,NVIDIA GeForce RTX 3060 Ti,6669,8192,92
2025-11-03T23:53:52.951180,1,simple,short,13,0.27050232887268066,0.020807871451744668,48.05873596052774,NVIDIA GeForce RTX 3060 Ti,6669,8192,92
2025-11-03T23:53:55.368218,8,simple,short,163,2.3772928714752197,0.014584618843406255,68.56538458336898,NVIDIA GeForce RTX 3060 Ti,6669,8192,91
2025-11-03T23:54:31.361779,32,simple,short,2648,35.95556092262268,0.013578384034223066,73.64646613909225,NVIDIA GeForce RTX 3060 Ti,6669,8192,94
2025-11-03T23:56:24.061037,128,simple,short,8306,112.64675831794739,0.013562094668666914,73.73492254926835,NVIDIA GeForce RTX 3060 Ti,6669,8192,93
2025-11-03T23:56:24.403042,1,simple,short,15,0.29750537872314453,0.019833691914876304,50.41925650009456,NVIDIA GeForce RTX 3060 Ti,6669,8192,93
2025-11-03T23:56:32.547207,8,simple,short,592,8.102132320404053,0.013686034325006846,73.0671848581309,NVIDIA GeForce RTX 3060 Ti,6669,8192,92
2025-11-03T23:57:09.459822,32,simple,short,2715,36.86557102203369,0.013578479197802465,73.64594999429977,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-03T23:59:06.413647,128,simple,short,8645,116.9163248538971,0.013524155564360566,73.9417699863822,NVIDIA GeForce RTX 3060 Ti,6661,8192,93
2025-11-03T23:59:06.723651,1,simple,short,13,0.2685050964355469,0.02065423818734976,48.41621322119141,NVIDIA GeForce RTX 3060 Ti,6661,8192,84
2025-11-03T23:59:11.322724,8,simple,short,326,4.558066368103027,0.01398179867516266,71.52155621983066,NVIDIA GeForce RTX 3060 Ti,6661,8192,91
2025-11-03T23:59:42.719453,32,simple,short,2300,31.3504900932312,0.013630647866622261,73.36408436232347,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:01:35.819701,128,simple,short,8333,113.05676317214966,0.013567354274828951,73.70633800395895,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:01:36.129204,1,simple,short,13,0.2680039405822754,0.020615687737098105,48.50674945956285,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:01:41.287785,8,simple,short,369,5.109581232070923,0.0138471036099483,72.21726854716108,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:02:19.205916,32,simple,short,2790,37.877593755722046,0.013576198478753422,73.6583220674762,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:04:22.628394,128,simple,short,9133,123.37297797203064,0.013508483299247852,74.02755571054225,NVIDIA GeForce RTX 3060 Ti,6661,8192,93
2025-11-04T00:04:23.061901,1,simple,short,22,0.3915059566497803,0.01779572530226274,56.19327018229762,NVIDIA GeForce RTX 3060 Ti,6661,8192,93
2025-11-04T00:04:28.762394,8,simple,short,406,5.652088165283203,0.01392139942187981,71.83185897448877,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:04:56.281823,32,simple,short,2012,27.479429721832275,0.013657768251407692,73.21840447079859,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:06:54.188391,128,simple,short,8693,117.86905264854431,0.013559076572937341,73.751335101677,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:06:54.436895,1,simple,short,8,0.20250320434570312,0.02531290054321289,39.50554770650843,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:06:58.632461,8,simple,short,297,4.156067132949829,0.013993492030134105,71.46179079864861,NVIDIA GeForce RTX 3060 Ti,6661,8192,91
2025-11-04T00:07:30.566951,32,simple,short,2340,31.886977910995483,0.013626913637177556,73.38418857163336,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:09:29.461086,128,simple,short,8761,118.84279346466064,0.01356498042057535,73.71923651900012,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:09:33.037142,1,simple,short,257,3.5310535430908203,0.01373950794976973,72.78281024734657,NVIDIA GeForce RTX 3060 Ti,6661,8192,93
2025-11-04T00:09:37.205706,8,simple,short,296,4.126561880111694,0.013941087432809779,71.73041592483962,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:10:07.651181,32,simple,short,2234,30.39997410774231,0.01360786665521142,73.48690469545636,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:12:01.071184,128,simple,short,8356,113.38400030136108,0.013569171888626266,73.69646491383928,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:12:01.365188,1,simple,short,12,0.2565042972564697,0.02137535810470581,46.78284195762076,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:12:08.070321,8,simple,short,485,6.662102460861206,0.013736293733734445,72.79984101855202,NVIDIA GeForce RTX 3060 Ti,6661,8192,93
2025-11-04T00:12:32.664175,32,simple,short,1789,24.557883262634277,0.01372715665882296,72.84829807469723,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:14:30.350512,128,simple,short,8684,117.64883756637573,0.013547770332378596,73.81288399981526,NVIDIA GeForce RTX 3060 Ti,6661,8192,93
2025-11-04T00:14:30.662015,1,simple,short,12,0.2595045566558838,0.02162537972132365,46.24196258685588,NVIDIA GeForce RTX 3060 Ti,6661,8192,13
2025-11-04T00:14:38.158155,8,simple,short,544,7.4531190395355225,0.013700586469734417,72.98957619143327,NVIDIA GeForce RTX 3060 Ti,6661,8192,92
2025-11-04T00:14:59.097490,32,simple,short,1522,20.90232801437378,0.013733461244660827,72.81485578799526,NVIDIA GeForce RTX 3060 Ti,6661,8192,91
2025-11-04T00:16:56.399320,128,simple,short,8687,117.26432991027832,0.013498829274810444,74.08049836336954,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
2025-11-04T00:16:56.709326,1,simple,short,13,0.26850461959838867,0.02065420150756836,48.416299203509176,NVIDIA GeForce RTX 3060 Ti,6661,8192,10
2025-11-04T00:17:08.438009,8,simple,short,862,11.687183141708374,0.013558217101749854,73.75601028478425,NVIDIA GeForce RTX 3060 Ti,6661,8192,94
